Provider ID,Score,ScoreBin,Hospital Name,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Efficient use of medical imaging national comparison,Hospital,Cleanliness,Nurses,Doctors,HelpWhenNeeded,PainControl,ExplainMeds,RecoveryInfo,UnderstandCare,Rating,Quiet,Recommend,HAI2,HAI3,HAI4,HAI5,HAI6,Aggregate_Inf,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PayPerBenAvg,COMP_HIP_KNEE,PSI_12_POSTOP_PULMEMB_DVT,PSI_13_POST_SEPSIS,PSI_14_POSTOP_DEHIS,PSI_15_ACC_LAC,PSI_3_ULCER,PSI_4_SURG_COMP,PSI_6_IAT_PTX,PSI_7_CVCBI,PSI_8_POST_HIP,PSI_90_SAFETY,MORT_30_AMI,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,OP_12 eLab_Rec,OP_17_TrackMedInfo,OP_25_CHECK_OP,SM_PART_GEN_SURG,SM_PART_NURSE,SM_SS_CHECK_IP,SumStruct,ED_IP_Throughput,EDV,IMM__PT,IMM_Workers,ED_OP_Throughput,TimeToEval,TimeToPainMed,LeftBeforeTreat,Endoscopy polyp surveillance  appropriate follow-up interval for normal colonoscopy in average risk patients,AspirinCP,TimeToECG,ElectiveEarlyDelivery,AppropStrokeCare,HospVTE
490114,3,0,LONESOME PINE HOSPITAL,24219,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,490114,74,82,82,72,73,69,85,52,70,65,68,0,0,0,0,0.180733779,0.076934913,21215,14753,15075,17014.33333,,4.61,,2.26,1.34,1.29,,0.38,0.16,0.06,0.89,13,7.2,12.9,16.7,14.6,18,19.5,21.9,,15.9,17.3,12.8,0,1,1,0,0,1,3,214,2,96,99,124,25,59,0,31,97,8,0,,
490116,3,0,LEWISGALE HOSPITAL PULASKI,24301,Acute Care Hospitals,Proprietary,1,1,Not Available,490116,75,78,77,67,66,67,86,47,68,60,67,1.93174501,0,,0.142389292,2.278228677,1.281147909,21794,15358,13721,16957.66667,4.1,3.89,,2.27,1.1,0.87,,0.43,0.15,0.06,0.77,13.3,5.8,10.5,14.3,17.4,16.8,20.2,23.3,5.1,17.3,18.2,11.8,1,1,1,0,1,1,5,208,1,100,96,127,7,23,0,96,98,0,,,
490117,3,0,CARILION TAZEWELL COMMUNITY HOSPITAL,24651,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,490117,83,85,86,75,75,74,85,53,76,71,72,0,,,0,0,0,,18508,14901,16704.5,,,,,1.4,0.44,,0.4,0.17,,0.89,,8.2,13.3,21.1,,,18,24.3,,15.3,17.6,,1,1,1,0,0,1,4,235,1,94,71,146,47,52,2,,94,23,,,
490122,3,0,INOVA MOUNT VERNON HOSPITAL,22306,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,490122,77,79,81,66,75,65,88,55,73,68,78,1.189532117,0,0,0.032984794,0.560741498,0.332352103,24967,16413,15137,18839,2.6,2.63,8.66,2.23,0.92,0.17,123.7,0.37,0.13,0.06,0.57,15.2,7.7,11.8,18,14.4,17.3,21.8,22.1,4.5,16.2,17.9,14.6,1,1,1,0,1,1,5,225,3,94,94,121,11,32,0,72,98,7,,,8
490123,3,0,RAPPAHANNOCK GENERAL HOSPITAL,22482,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,490123,74,76,82,68,69,65,87,51,63,54,61,2.026342452,0,,0,0.495662949,0.441257584,,14304,13840,14072,,5.63,,2.28,2.03,0.32,,0.39,0.29,0.06,1.06,,8.6,12.9,19.4,12.6,,20,22.1,,15.7,17,13.1,1,1,1,0,0,1,4,286,1,97,95,140,28,64,4,100,100,4,,,
490126,3,0,LEWISGALE HOSPITAL ALLEGHANY,24457,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,490126,66,83,83,74,75,71,86,49,67,66,65,0,0,,0.085535882,1.283038235,0.649350649,22615,14391,14065,17023.66667,3.1,3.91,9.58,2.26,1.35,0.28,,0.39,0.16,0.06,0.77,15.1,7.8,12.8,18.9,15.1,16.1,20.2,21.8,4.1,15.1,19.3,13.4,1,1,1,0,1,1,5,203,1,100,80,105,6,40,0,100,99,3,,,
490127,3,0,BUCHANAN GENERAL HOSPITAL,24614,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,490127,73,86,90,75,74,73,87,48,70,69,69,0,,,0,0,0,,15900,13435,14667.5,,5.14,,,1.58,0.39,,0.47,0.17,0.06,0.93,,7.5,12.1,19,,,21.7,24.3,,16.2,19.6,,1,1,1,0,0,1,4,207,1,97,90,138,20,59,1,,99,3,,,
490130,3,0,RIVERSIDE WALTER REED HOSPITAL,23061,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,490130,69,82,82,63,67,66,86,52,66,56,64,0,0,0,0.081267777,0.081267777,0.074551758,21246,15625,14759,17210,2.8,4.71,,2.77,1.01,0.23,,0.37,0.15,0.06,0.74,14.2,9.2,12.4,15.9,12.1,17.4,19.7,23.2,4.6,15.7,16.6,12.2,1,1,1,0,1,1,5,272,2,96,96,128,39,35,1,95,98,7,,,
490136,3,0,BON SECOURS ST FRANCIS MEDICAL CENTER,23114,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,490136,66,79,80,63,69,63,89,53,74,64,78,1.065870816,9.708737864,4.291845494,0,0.370507595,0.251000866,23015,18077,16003,19031.66667,2.7,8.68,9.42,2.06,2.78,0.12,118.05,0.26,0.11,0.06,1.35,17.1,8.6,13.2,14,12.8,17.3,19.7,19.4,5.5,14.7,17.9,11,1,1,1,1,1,1,6,242,3,99,97,118,8,35,0,95,92,6,0,67,0
490141,3,0,SPOTSYLVANIA REGIONAL MEDICAL CENTER,22408,Acute Care Hospitals,Proprietary,1,1,Same as the national average,490141,67,71,77,54,65,57,86,46,65,62,69,0,28.57142857,0,0.145779678,0.479641867,0.309833643,21685,18074,14302,18020.33333,3.7,2.98,12.54,2.19,0.99,0.23,,0.4,0.14,0.06,0.65,15,6.8,11.6,15.9,16.2,17.7,19.2,24.2,4.9,15.7,18.7,12.3,1,1,1,0,1,1,5,233,3,99,69,129,7,32,0,75,,,0,,0
490144,3,0,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,20169,Acute Care Hospitals,Voluntary Non-Profit,1,0,Same as the national average,490144,84,83,83,69,73,65,87,58,81,70,82,0.956937799,60.60606061,0,0,0.166057788,0.276414899,,15868,13675,14771.5,,4.56,,,1.16,1.37,,0.4,0.17,0.06,0.86,,9,12.8,16.4,,,19.4,23.1,,15.9,17,,1,1,1,0,1,1,5,244,2,99,98,118,26,24,0,93,100,2,0,,
500002,3,0,PROVIDENCE ST MARY MEDICAL CENTER,99362,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500002,74,81,83,67,72,65,90,54,75,59,79,0.94637224,0,0,0,0.190488285,0.170164492,23145,15342,13107,17198,3,3.03,8.62,2.15,2.54,0.23,139.96,0.33,0.14,0.06,0.97,13,9,14.8,17.1,13.8,15.7,19,20.4,4.2,14.4,15.8,12.2,1,1,1,1,1,1,6,298,2,82,86,122,15,62,2,98,,,0,,
500003,3,0,SKAGIT VALLEY HOSPITAL,98274,Acute Care Hospitals,Government,1,1,Same as the national average,500003,76,74,74,59,67,60,85,48,64,52,65,0.513347023,38.46153846,0,0.031259769,0.546840288,0.33269687,19333,14927,13361,15873.66667,3.9,4.4,14.54,2.14,1.53,0.61,141.61,0.52,0.12,0.06,0.93,12.6,9,13.3,15,16.8,14.6,20,20.6,4.7,15.1,15.3,11.2,1,0,1,0,1,1,4,284,2,100,92,195,34,55,2,97,100,14,0,,
500011,3,0,HIGHLINE MEDICAL CENTER,98166,Acute Care Hospitals,Voluntary Non-Profit,1,0,Same as the national average,500011,65,71,75,54,62,56,87,47,58,44,59,0.918105031,0,0,0.093428838,0.912111538,0.52673163,22044,16567,14164,17591.66667,3.5,5.52,10.02,2.67,1.15,0.57,152.28,0.44,0.12,0.06,0.86,15.6,8.1,12,16.1,18.2,16,20.1,23.1,4.4,14.9,16.9,11.2,1,1,1,0,1,1,5,306,3,94,95,151,21,54,1,91,93,11,0,94,
500014,3,0,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,98201,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,500014,73,77,78,62,67,62,90,51,72,49,77,0.595770033,30.88803089,3.929273084,0.037181356,0.675707903,0.39832136,20095,14473,14170,16246,3,4.66,17.07,3.46,1.93,0.51,166,0.43,0.08,0.06,1.04,14.2,10.6,11.8,19.8,15.5,15.5,21.3,21.7,4.1,14.6,19.9,12.8,1,1,1,1,1,1,6,321,4,69,87,214,40,68,5,100,,,1,93,4
500019,3,0,PROVIDENCE CENTRALIA HOSPITAL,98531,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500019,68,77,75,68,68,66,89,50,69,52,65,0.358551452,0,0,0.042824718,0.134892086,0.103229003,20788,14961,14608,16785.66667,2.7,3.35,8.93,2.19,1.65,0.22,137.33,0.35,0.24,0.06,0.8,14.1,7.8,13.9,17.4,14.9,16.6,23.1,23.6,4,16.1,18.4,13.4,1,1,1,0,1,1,5,280,2,90,84,165,20,65,3,31,96,11,0,,
500021,3,0,ST CLARE HOSPITAL,98499,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500021,66,75,75,52,67,62,88,50,67,47,68,0.658111221,0,0,0.093823299,1.063330727,0.581716212,23231,14907,13893,17343.66667,2.6,7.19,10.3,2.18,1.64,0.66,108.07,0.4,0.33,0.06,1.11,15,8.7,12.1,16.5,16.4,,20.7,21.1,4.3,14.1,15.7,11.7,1,1,1,1,1,1,6,312,3,98,94,180,30,59,3,,91,14,,,
500024,3,0,PROVIDENCE ST PETER HOSPITAL,98506,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500024,71,79,78,66,71,64,87,52,75,51,79,0.524017467,0,11.62790698,0.032915309,0.673361584,0.359776938,19357,15506,14152,16338.33333,2.2,3.15,8.99,2.47,1.74,0.73,169.16,0.45,0.14,0.06,0.86,13.5,10,13.2,20.3,18.3,15.4,19.6,20.1,4.6,14.2,15.3,11.2,1,1,1,0,1,1,5,336,4,93,83,195,67,80,5,90,,,1,79,0
500025,3,0,SWEDISH MEDICAL CENTER / CHERRY HILL,98122,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500025,69,78,79,61,68,59,88,51,74,47,78,2.257619466,0,0,0.020890347,0.584929704,0.453160554,24641,18441,,21541,,7.65,6.43,,2.06,0.58,136.83,0.78,0.1,0.06,1.24,13.7,7.7,11.1,17.8,14,17.7,19.2,21.8,,15.2,17.5,12.9,1,1,1,1,1,1,6,221,4,91,84,149,12,40,1,,95,8,,100,0
500027,3,0,SWEDISH MEDICAL CENTER,98122,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500027,67,76,80,61,70,61,86,50,71,56,77,1.823758601,46.51162791,9.825327511,0.038962918,0.706709156,0.491366403,22481,16777,14501,17919.66667,2.3,3.04,10.99,3.17,2.29,0.1,119.13,0.44,0.2,0.06,0.96,14.4,6.8,14.3,15.1,12.5,17.1,18,26,3.5,14.7,17.3,11.6,1,1,1,1,1,1,6,253,4,89,83,110,11,38,1,93,96,10,2,,2
500033,3,0,SAMARITAN HOSPITAL,98837,Acute Care Hospitals,Government,1,1,Same as the national average,500033,76,76,78,69,70,60,84,51,68,58,68,0,0,0,0,0.375892745,0.159184973,21098,13619,13826,16181,3.2,5.04,9.83,2.25,1.03,2,,0.39,0.27,0.06,0.92,15.1,10.7,13.2,19.4,16.3,,17.3,20.9,4.9,15.1,15.6,12.6,1,1,1,0,1,1,5,259,1,78,94,133,4,61,1,35,100,4,3,,
500037,3,0,TOPPENISH COMMUNITY HOSPITAL,98948,Acute Care Hospitals,Proprietary,1,1,Not Available,500037,64,79,84,69,70,69,87,38,77,60,68,0,0,0,0,0,0,,13726,13954,13840,,,,,1.37,0.43,,0.4,0.17,,0.88,,8,12.6,17.5,,,20.3,22.7,,16,18.3,,0,0,1,0,0,1,2,215,2,94,83,97,18,45,1,,100,13,2,,
500041,3,0,PEACHEALTH ST JOHN MEDICAL CENTER,98632,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500041,74,76,77,57,68,65,88,46,63,52,55,0.921658986,0,0,0.030862292,0.403088276,0.260593864,22147,14214,14253,16871.33333,2.7,6.03,9.9,2.11,1.19,0.18,147.32,0.39,0.12,0.06,0.86,13,10.1,13.9,16.9,15.9,15.7,19.3,20.3,4.7,14.6,15.2,12.1,1,1,1,0,1,1,5,284,3,77,85,156,53,74,4,86,88,9,0,67,
500049,3,0,WALLA WALLA GENERAL HOSPITAL,99362,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500049,69,81,79,74,70,70,88,51,80,53,82,0,0,0,0,0,0,21800,16408,13608,17272,2.5,4.7,11.13,2.21,1.6,0.38,,0.38,0.16,0.06,0.9,14,8.4,14.8,20.3,15.6,16.4,19.3,24.5,4.5,15.3,16.5,12.5,1,1,1,0,1,1,5,204,1,96,89,104,15,32,0,92,100,3,0,,
500051,3,0,OVERLAKE HOSPITAL MEDICAL CENTER,98004,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500051,76,79,83,65,72,65,89,54,75,56,79,1.286311502,25.3164557,6.928406467,0.01367671,0.577655655,0.4142699,22650,15334,12822,16935.33333,3,4.26,8.63,2.47,1.04,0.47,136.74,0.4,0.2,0.06,0.74,14.6,9.2,11.9,19,14.3,17.2,19.4,21.2,4.2,15.3,16.8,12.8,1,1,1,1,1,1,6,233,3,99,94,162,26,39,1,90,,,0,94,
500053,3,0,KENNEWICK GENERAL HOSPITAL,99336,Acute Care Hospitals,Government,1,1,Above the national average,500053,78,75,75,59,68,60,86,50,69,53,71,0.720115218,0,0,0.049382716,0.750057697,0.406484625,22029,14843,13744,16872,3,3.87,10.83,2.19,1.07,0.22,157.03,0.57,0.25,0.06,0.76,15.8,7.8,11.7,16.1,13.8,16.3,20.2,22.8,4.1,16.5,17.3,12.2,1,1,1,0,1,1,5,218,2,97,88,124,20,40,1,89,,,0,100,
500054,3,0,PROVIDENCE SACRED HEART MEDICAL CENTER,99204,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,500054,67,75,78,63,68,58,88,51,72,48,77,1.537180555,10.92896175,5.050505051,0.05325948,0.684359748,0.430640218,21076,16957,15116,17716.33333,3.1,2.56,10.07,2.87,2.2,0.39,136.23,0.5,0.17,0.06,0.93,12.9,8.4,14.9,17.7,17.3,13.9,20.7,19.6,3.6,13.7,16.2,10.9,1,1,1,1,1,1,6,296,4,78,85,236,43,47,5,92,,,2,97,10
500058,3,0,KADLEC REGIONAL MEDICAL CENTER,99352,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,500058,74,77,77,63,68,57,90,50,70,50,75,0.738879858,21.27659574,0,0.065700864,1.201567584,0.631442559,26759,15891,14420,19023.33333,2.8,3.11,8.44,2.46,1.05,0.3,144.27,0.52,0.16,0.06,0.68,15.3,9.6,13.8,16.1,16,17.4,20.3,23.6,4.1,16,15.9,12.4,1,1,1,0,1,1,5,346,4,99,86,127,16,44,1,99,,,1,,
500060,3,0,CASCADE VALLEY HOSPITAL,98223,Acute Care Hospitals,Government,1,1,Same as the national average,500060,78,75,75,74,67,68,89,48,71,43,67,0,0,0,0,0.615510874,0.281162137,,14175,13119,13647,2.6,4.17,,2.25,3.03,0.39,,0.39,0.16,0.06,1.19,,7.9,14.1,18.1,,,19.5,22.4,4.4,15.3,15.8,,1,1,1,0,1,1,5,282,1,92,92,112,25,60,1,98,92,10,0,,
500077,3,0,PROVIDENCE HOLY FAMILY HOSPITAL,99208,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,500077,75,79,79,61,71,63,88,50,75,58,75,0.898472597,17.24137931,0,0.082562748,1.100836636,0.637600581,20715,16155,14615,17161.66667,3.6,5.57,14.08,2.15,2.05,0.15,130.54,0.36,0.12,0.06,1.05,14.7,6.9,15.6,17,13.1,17.3,19.9,20.5,5.6,15,13.1,12.4,1,1,1,1,1,1,6,332,4,87,80,168,36,70,5,95,97,15,7,38,17
500079,3,0,MULTICARE GOOD SAMARITAN HOSPITAL,98372,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,500079,69,75,75,58,67,61,87,49,64,52,67,0.755287009,6.493506494,0,0.026018629,0.639105253,0.359251024,22644,15201,14408,17417.66667,3.3,4.05,10.35,1.99,2.14,1.25,156.97,0.43,0.25,0.06,1.06,13.8,7.6,10.9,14.8,13.6,17.9,18,22.7,4.4,14.5,18.3,12.1,1,1,1,1,0,1,5,347,4,93,97,193,48,79,2,,100,5,0,,
500084,3,0,EVERGREEN HEALTH MONROE,98272,Acute Care Hospitals,Government,1,1,Not Available,500084,70,71,80,65,70,61,91,47,58,49,59,1.677852349,0,,0,0.485908649,0.339443313,,,15335,15335,2.9,4.36,,2.28,1.5,0.43,,0.4,0.16,0.06,0.85,,7.9,12,15.1,,,19.8,22.5,4.4,15.6,17.4,,1,1,1,0,0,1,4,241,1,94,78,135,19,68,2,42,92,11,,,
500088,3,0,VALLEY MEDICAL CENTER,98055,Acute Care Hospitals,Government,1,1,Above the national average,500088,77,74,78,62,70,63,88,52,75,60,76,0.094643195,15.38461538,0,0.012153474,0.32615786,0.1649923,19678,15741,14579,16666,2.4,5.55,10.62,2.07,2.03,1.85,145.94,0.37,0.17,0.06,1.15,14.4,9.1,11.8,14.7,12.8,16.3,19.9,21.5,4.7,14.3,17.3,10.5,1,1,1,1,1,1,6,352,4,94,85,187,31,57,3,98,92,9,0,100,0
500108,3,0,ST JOSEPH MEDICAL CENTER,98405,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500108,65,77,80,64,69,66,89,54,64,48,70,0.537964955,7.662835249,8,0.027186472,1.083532315,0.541578455,23398,15339,13691,17476,3.3,5.4,10.31,2.38,1.89,0.3,124.01,0.41,0.16,0.06,1,14.3,9.4,13.4,17.6,16.2,16.9,18.7,22,5,15.1,16,12.6,1,1,1,1,1,1,6,503,3,96,90,190,35,51,2,97,,,1,97,0
500119,3,0,VALLEY HOSPITAL,99216,Acute Care Hospitals,Proprietary,1,1,Same as the national average,500119,73,74,78,60,69,58,90,55,69,48,73,0.288766965,25,12.04819277,0,0.897621304,0.503064118,24404,15708,14128,18080,3.5,7.33,10.37,2.16,2.39,0.21,115.87,0.47,0.14,0.06,1.24,13.8,7.7,10.1,16.1,14,,19.5,21,4.4,14.6,16.6,12.1,0,0,1,0,0,1,2,272,3,100,60,131,26,48,2,100,100,7,0,,
500139,3,0,CAPITAL MEDICAL CENTER,98502,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,500139,73,79,81,64,73,67,90,56,73,57,73,0.224769611,16.39344262,0,0.065176302,0.281175313,0.205158265,22373,15908,14198,17493,2.9,3.72,9.02,2.15,3,0.79,116.8,0.46,0.14,0.06,1.19,14.3,10.1,12.9,16,13.2,16.6,22.2,20.6,4.4,15.1,17.8,11.7,1,1,1,1,0,1,5,268,2,98,95,146,32,44,2,,,,0,,
500141,3,0,ST FRANCIS COMMUNITY HOSPITAL,98003,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500141,66,76,77,59,63,57,88,52,68,51,69,1.0815822,0,0,0.055472347,0.85432317,0.49623255,21684,15074,14618,17125.33333,3.6,4.46,10.35,2.13,1.57,0.21,149.05,0.38,0.13,0.06,0.85,16.1,9.5,11.3,18.9,13.6,17,19.7,21.8,4.5,14.4,15.6,10.6,1,1,1,1,1,1,6,422,3,94,82,154,31,54,3,96,92,15,0,,
500151,3,0,ST ANTHONY HOSPITAL,98332,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500151,73,76,78,58,68,63,90,59,76,57,79,0.481579581,12.82051282,65.78947368,0,0.825661561,0.530775501,22927,14173,13062,16720.66667,2,4.14,9.13,2.71,1.53,0.19,122.82,0.39,0.13,0.06,0.82,13.9,8.9,12.2,16.3,13,17.1,18.8,21.8,4.2,15.1,14.6,10.8,1,1,1,1,1,1,6,321,2,99,88,191,14,56,1,,89,9,,73,
500152,3,0,SWEDISH ISSAQUAH,98029,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,500152,74,77,81,67,71,61,85,52,80,62,82,0.369822485,43.47826087,9.708737864,0,0.383961384,0.302762122,29193,17528,14896,20539,3.2,3.8,9.29,2.19,1.32,0.31,133.31,0.35,0.15,0.06,0.75,15,8.1,13.6,17.5,16.5,18.1,19.2,21.8,5.1,15.6,16.8,11.9,1,1,1,1,1,1,6,204,2,94,74,105,9,41,0,100,,,0,,
510002,3,0,GREENBRIER VALLEY MEDICAL CENTER,24970,Acute Care Hospitals,Proprietary,1,1,Same as the national average,510002,66,76,81,60,67,61,85,46,63,55,62,0,115.3846154,0,0.117515718,0.760600875,0.471149049,19869,15670,14113,16550.66667,3.1,3.77,9.63,2.24,1.14,0.22,,0.48,0.15,0.06,0.73,16.3,7,14.3,13.7,13.7,16.8,21.8,25.2,4.3,16.9,18.8,11.9,1,1,1,0,0,1,4,202,2,97,75,131,23,48,1,100,99,4,0,,
510006,3,0,UNITED HOSPITAL CENTER,26330,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,510006,73,79,79,63,67,62,86,46,69,61,66,0.517955801,53.76344086,0,0.050568048,0.45511243,0.304949001,23261,14156,14309,17242,3.3,5.95,6.51,2.05,1.3,0.1,135.64,0.55,0.26,0.06,0.9,14.7,5.5,11.3,14.3,14.3,18.5,22.6,21.3,4.3,15.4,19.8,12.7,1,0,1,0,1,1,4,215,3,93,96,150,29,81,2,99,100,8,2,,0
510007,3,0,ST MARY'S MEDICAL CENTER,25702,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,510007,74,81,78,70,71,64,88,52,76,61,80,1.444098199,35.50295858,6.060606061,0.181991414,1.048591968,0.702081672,21284,15822,13836,16980.66667,2,4.78,10.04,2.44,1.39,0.71,151.36,0.39,0.14,0.06,0.87,11.5,7.7,10.1,15.7,16.7,17.5,22.5,21.5,4.1,15.8,18.7,12.4,1,0,1,0,1,1,4,275,4,93,82,147,60,59,3,85,100,8,13,,0
510008,3,0,BERKELEY MEDICAL CENTER,25401,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510008,75,78,80,68,71,61,85,45,65,48,63,1.284796574,0,0,0.024179119,1.029150693,0.572363978,20629,15306,12622,16185.66667,3.4,5.76,10.96,2.12,1.31,0.45,140.03,0.4,0.2,0.06,0.91,16.4,7.6,13.1,16.5,15.4,17.2,18.6,21.6,5.5,15.3,18.5,11.7,1,1,1,0,1,1,5,256,3,95,61,128,25,67,0,44,100,7,0,86,0
510012,3,0,PLEASANT VALLEY HOSPITAL,25550,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510012,76,77,80,72,70,65,87,52,74,65,68,1.370801919,0,100,0.143595635,0.163238655,0.343029638,21082,14843,14462,16795.66667,,4.45,9.89,2.26,1.12,0.37,,0.39,0.29,0.06,0.78,15.8,7.3,11.3,18,15.3,,20.2,24.1,,15.2,16.9,,1,1,1,0,0,1,4,206,1,95,93,113,26,73,0,11,95,6,8,,
510013,3,0,REYNOLDS MEMORIAL HOSPITAL,26038,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510013,77,80,85,72,67,65,90,50,68,56,64,0,1000,0,0,0.845614883,0.45325779,22198,14948,15244,17463.33333,,5.54,,2.28,1.66,0.31,,0.37,0.16,0.06,0.95,15.6,7.3,12.3,14.8,15.2,16.7,20.4,21.5,,15.6,16.7,12.2,1,1,1,0,0,1,4,244,1,100,64,132,21,58,1,94,88,9,,,
510022,3,0,CHARLESTON AREA MEDICAL CENTER,25301,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510022,64,76,79,63,68,62,86,51,68,49,72,1.019442219,41.37931034,8.928571429,0.110761246,1.023337787,0.645636431,23640,16571,14579,18263.33333,3,8.1,12.94,1.74,1.06,0.21,131.01,0.33,0.2,0.06,0.98,13.9,7.7,10.3,15.3,14.7,17.1,19.3,22.3,4.5,15.6,18.6,13.5,1,0,1,0,1,1,4,368,4,98,95,184,39,74,2,40,,,7,95,0
510023,3,0,WEIRTON MEDICAL CENTER,26062,Acute Care Hospitals,Government,1,0,Same as the national average,510023,72,76,75,56,63,57,87,44,65,42,60,0.579542162,0,0,0.030135913,0.345249678,0.203873598,26614,18336,15581,20177,2.4,3.53,8.79,2.14,1.03,0.46,130.72,0.47,0.13,0.06,0.7,14.6,6.7,9.7,14.3,12.5,16.4,20.6,22.7,4.3,16.2,16.8,12.8,1,1,1,0,1,1,5,187,2,90,64,110,28,67,1,48,,,0,,
510024,3,0,MONONGALIA COUNTY GENERAL HOSPITAL,26505,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,510024,69,82,83,68,73,64,87,56,80,60,83,0,28.84615385,8.620689655,0.049698084,0.946097985,0.500366548,25360,17717,13735,18937.33333,3.7,7.86,11.06,2.05,0.81,0.15,118.51,0.29,0.12,0.06,0.87,13.2,9.4,11.9,15.1,15.1,17,18.2,22.9,5.6,15.7,16.5,12.5,1,1,1,1,1,1,6,238,2,99,98,136,15,58,1,89,,,1,,0
510029,3,0,THOMAS MEMORIAL HOSPITAL,25309,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510029,67,72,76,56,66,59,85,49,67,60,67,1.174168297,15.87301587,0,0.050112754,0.750057697,0.437976299,22395,15167,14443,17335,2.8,6.04,9.19,2.06,0.76,0.62,131.82,0.56,0.09,0.06,0.82,13.9,7.2,11.1,13.1,13.6,16.7,20.5,24,5.6,15.3,17.1,11.7,1,1,1,0,0,1,4,366,2,98,83,241,26,99,5,78,88,14,9,,
510030,3,0,DAVIS MEDICAL CENTER,26241,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510030,78,81,81,71,74,70,89,47,66,63,64,0.501253133,34.48275862,0,0.092472721,0.092472721,0.168876129,22446,14929,13909,17094.66667,3.5,7.01,9.28,2.23,1.32,0.97,,0.44,0.15,0.06,1.02,14.5,9.5,11.9,19.2,15.6,16.6,21.8,20.8,4.6,15.2,15.7,12.5,1,1,1,1,1,1,6,224,2,96,100,118,18,46,2,100,97,7,17,,
510038,3,0,STONEWALL JACKSON MEMORIAL HOSPITAL,26452,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,510038,74,78,85,68,69,61,88,45,73,60,69,0,0,250,0,0.179888469,0.168534592,20879,13488,14392,16253,2.8,5.18,,2.28,1.14,0.34,,0.38,0.16,0.06,0.81,15.6,8.5,12.3,15.3,,,23.6,25.3,4.3,16,19.7,,1,1,1,0,0,1,4,150,1,100,66,76,10,53,0,99,97,4,3,,
510048,3,0,LOGAN REGIONAL MEDICAL CENTER,25601,Acute Care Hospitals,Proprietary,1,1,Above the national average,510048,70,73,80,59,63,56,86,46,63,52,56,0.462834398,0,0,0.088304119,0.362007331,0.26991039,22553,13417,11979,15983,3.2,5.47,9.82,2.23,1.47,0.67,,0.41,0.14,0.06,0.93,14.4,5.8,9.8,14.3,14.1,,20.6,23.6,,15.5,18.1,13.5,1,1,1,0,0,1,4,300,2,100,93,198,11,29,1,62,95,5,32,,
